Type,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Revenue,Cost of Goods,Gross Profit,Margin,Tax
Flour,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.400000,416.250000,282.250000,996.800000,520.050000,778.000000,1059.850000,261.200000,219.300000,674.630000,488.250000,294.000000,269.900000,667.750000,251.750000,196.750000,637.750000,682.250000,483.000000,629.000000,871.000000,841.000000,1271.000000,1586.500000,1247.500000,432.000000,0.000000,0.000000,0.000000,0.000000,324.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54.000000,16536.130000,13488.920000,3047.210000,0.184276,0.000000
Fish,0.000000,0.000000,323.130000,421.890000,694.200000,914.730000,653.400000,124.650000,349.020000,289.440000,354.510000,0.000000,0.000000,0.000000,0.000000,0.000000,453.594600,302.400000,0.000000,151.200000,302.400000,0.000000,0.000000,0.000000,166.000000,1533.000000,905.000000,776.200000,2392.100000,502.500000,2117.200000,1867.400000,451.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16045.314600,12632.340000,3412.974600,0.212708,0.000000
Spices,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,106.000000,185.500000,79.500000,159.000000,159.000000,132.500000,79.500000,26.500000,181.125000,131.250000,0.000000,0.000000,0.000000,78.000000,191.500000,377.500000,204.000000,478.000000,249.800000,294.600000,873.900000,988.800000,877.700000,724.400000,168.250000,0.000000,0.000000,180.000000,940.150000,594.250000,228.000000,697.863850,521.000000,1772.997885,2985.711650,1030.903786,15697.202171,11579.940000,4117.262171,0.262293,0.000000
Vinegar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.900000,167.400000,27.900000,195.300000,111.600000,83.700000,167.400000,0.000000,0.000000,0.000000,210.000000,210.000000,35.000000,315.000000,105.000000,0.000000,0.000000,456.000000,266.000000,329.000000,215.000000,342.000000,1178.000000,932.900000,874.000000,114.000000,0.000000,0.000000,35.000000,1890.000000,560.000000,486.527580,1190.000000,980.000000,1347.961265,1271.987761,1145.567743,15270.144348,10872.430000,4397.714348,0.287994,0.000000
Fresh Produce,0.000000,0.000000,2427.140000,1715.520000,2433.670000,3174.370000,4261.310000,256.360000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14268.370000,11103.680000,3164.690000,0.221798,0.000000
Veal,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3287.000000,3287.400000,1486.000000,1506.000000,3176.000000,312.000000,0.000000,1095.189783,14149.589783,10130.940000,4018.649783,0.284012,0.000000
Herbs,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.000000,89.000000,300.000000,329.000000,497.000000,288.000000,152.000000,71.000000,204.000000,241.000000,0.000000,175.000000,225.000000,63.000000,114.000000,36.500000,212.500000,615.000000,103.200000,463.400000,1147.060000,838.800000,290.600000,184.600000,35.000000,0.000000,0.000000,11.000000,1331.800000,728.550000,345.300000,328.048826,992.500000,1364.535593,1592.860428,344.832472,13960.087319,10328.860000,3631.227319,0.260115,0.000000
Bread,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,369.500000,203.500000,553.725000,705.650000,833.500000,654.750000,498.000000,204.500000,0.000000,0.000000,222.000000,2222.500000,939.600000,255.723711,617.362637,1617.200000,1063.400000,1684.363934,744.000000,13389.275283,9584.370000,3804.905283,0.284176,0.000000
Milk,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.800000,255.200000,95.700000,574.200000,957.000000,1116.500000,957.000000,63.800000,31.900000,705.600000,268.800000,537.600000,67.200000,0.000000,0.000000,0.000000,8.500000,0.000000,221.000000,221.000000,325.000000,382.500000,104.000000,144.000000,126.000000,28.000000,0.000000,0.000000,42.000000,1558.000000,980.000000,434.000000,322.000000,285.557252,280.000000,96.643614,686.000000,11938.500866,8771.880000,3166.620866,0.265244,0.000000
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,180.000000,585.000000,390.000000,800.000000,1410.000000,1700.000000,1720.000000,2060.000000,1860.000000,410.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11115.000000,600.000000,10515.000000,0.946019,0.000000
Frozen fruits,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.000000,524.500000,479.500000,106.000000,986.000000,778.000000,1494.890000,1770.000000,1147.000000,2101.000000,856.000000,714.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10994.890000,8652.330000,2342.560000,0.213059,0.000000
Super foods,0.000000,0.000000,850.920000,1581.240000,2041.610000,2697.890000,3807.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10978.850000,8954.080000,2024.770000,0.184425,0.000000
Dried Fruits & Nuts,0.000000,0.000000,1283.740000,824.790000,1202.160000,1781.840000,2948.240000,263.980000,573.700000,698.730000,600.800000,202.900000,0.000000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.000000,144.000000,36.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10661.880000,7344.860000,3317.020000,0.311110,0.000000
Accessories,0.000000,0.000000,3.000000,0.000000,6.000000,35.000000,32.000000,0.000000,41.400000,0.000000,43.800000,0.000000,65.000000,15.000000,6.900000,0.000000,115.700000,13.800000,0.000000,13.800000,0.000000,71.900000,0.000000,0.000000,0.000000,0.000000,0.000000,342.000000,735.000000,0.000000,165.000000,5832.000000,2850.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10387.300000,8395.250000,1992.050000,0.191777,0.000000
Crackers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.500000,268.000000,67.000000,0.000000,67.000000,67.000000,0.000000,33.500000,0.000000,110.250000,73.500000,110.250000,0.000000,549.750000,582.500000,195.000000,252.000000,463.000000,379.000000,941.800000,928.350000,953.500000,953.140000,1223.000000,88.000000,0.000000,0.000000,132.000000,132.000000,0.000000,66.000000,0.000000,94.050000,33.000000,0.000000,0.000000,8796.090000,6948.430000,1847.660000,0.210055,0.000000
Beverages,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.000000,44.000000,69.500000,78.000000,156.000000,78.000000,28.000000,396.000000,385.000000,667.700000,512.900000,194.000000,0.000000,0.000000,243.000000,1097.500000,611.000000,133.000000,392.000000,322.500000,478.000000,1462.000000,1382.000000,8774.100000,6579.720000,2194.380000,0.250097,0.000000
Lamb,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,772.500000,1163.500000,65.000000,390.000000,1324.000000,1448.000000,1469.003268,1513.178753,8145.182021,6168.360000,1976.822021,0.242698,0.000000
Grains & Cereal,0.000000,0.000000,963.240000,984.830000,977.150000,1904.370000,2577.850000,319.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7726.640000,6661.500000,1065.140000,0.137853,0.000000
cheese,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.000000,805.000000,1252.950000,428.500000,295.250000,135.750000,0.000000,0.000000,0.000000,180.000000,300.000000,0.000000,444.000000,1190.000000,1460.667082,559.858772,405.161111,7517.136964,6210.100000,1307.036964,0.173874,0.000000
Herbal pharmacy,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,247.000000,152.000000,509.000000,1279.000000,246.000000,1049.000000,318.000000,241.000000,381.000000,2224.000000,207.000000,320.000000,37.000000,52.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7262.000000,6986.000000,276.000000,0.038006,0.000000
spreads,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95.000000,465.000000,785.000000,2605.000000,1570.000000,645.000000,35.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6200.000000,5096.000000,1104.000000,0.178065,0.000000
Chemical free produce,0.000000,0.000000,11.700000,0.000000,0.000000,50.700000,1552.730000,303.750000,547.800000,994.350000,860.910000,649.050000,787.170000,345.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6103.460000,4549.450000,1554.010000,0.254611,0.000000
Cookies,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.100000,0.000000,71.500000,54.600000,0.000000,60.000000,160.000000,502.000000,509.000000,119.000000,366.100000,452.000000,813.500000,1782.150000,840.500000,54.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5819.450000,4560.770000,1258.680000,0.216288,0.000000
Honey & Sweeteners,0.000000,0.000000,274.550000,86.450000,133.950000,510.000000,427.400000,300.000000,537.500000,271.900000,781.500000,187.500000,425.400000,309.400000,37.500000,150.000000,112.500000,131.300000,337.500000,255.000000,105.000000,162.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5537.050000,3841.520000,1695.530000,0.306215,0.000000
Whole sale,3041.295000,1595.625000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4636.920000,3870.775000,766.145000,0.165227,0.000000
Sauces,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43.750000,43.750000,43.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,796.000000,596.000000,156.000000,638.419453,584.000000,474.634310,567.299466,464.000000,4407.603229,3228.310000,1179.293229,0.267559,0.000000
Jam,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900.000000,651.000000,380.000000,120.000000,1092.000000,612.404040,116.931148,192.000000,4064.335188,2975.000000,1089.335188,0.268023,0.000000
Juices,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,186.000000,341.000000,485.500000,217.000000,189.000000,0.000000,406.000000,476.000000,200.000000,913.400000,399.000000,143.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3955.900000,3098.490000,857.410000,0.216742,0.000000
Chocolate,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,125.000000,55.000000,152.500000,152.500000,81.750000,546.500000,259.000000,689.000000,43.000000,677.000000,492.000000,43.000000,0.000000,0.000000,0.000000,0.000000,28.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3344.250000,2168.000000,1176.250000,0.351723,0.000000
Herbal Drinks,0.000000,0.000000,60.100000,58.500000,54.050000,177.400000,150.750000,0.000000,49.600000,0.000000,49.600000,366.100000,76.100000,61.900000,0.000000,0.000000,203.300000,0.000000,0.000000,0.000000,0.000000,50.000000,37.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,522.000000,139.000000,162.000000,120.000000,316.000000,394.300000,201.914894,48.000000,3298.114894,2424.580000,873.534894,0.264859,0.000000
Ricenpasta,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.900000,656.500000,265.400000,591.300000,83.800000,251.400000,167.600000,0.000000,0.000000,186.750000,47.250000,94.500000,236.250000,0.000000,111.750000,161.250000,99.000000,148.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3143.150000,2640.200000,502.950000,0.160015,0.000000
Condiments,0.000000,0.000000,80.700000,69.330000,123.130000,188.340000,282.510000,0.000000,184.500000,153.000000,185.000000,159.750000,297.750000,160.250000,59.500000,100.750000,165.100000,103.500000,41.500000,26.500000,346.500000,148.500000,177.250000,62.750000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3126.110000,2610.400000,515.710000,0.164969,0.000000
Baking supplments,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.500000,79.500000,79.500000,53.000000,26.500000,106.000000,132.500000,53.000000,79.500000,78.750000,52.500000,26.250000,52.500000,0.000000,0.000000,26.250000,94.250000,853.000000,584.000000,352.000000,136.000000,0.000000,42.000000,0.000000,27.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2960.500000,2292.760000,667.740000,0.225550,0.000000
Japanese cuisine,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315.050000,31.900000,182.300000,67.500000,368.300000,249.550000,49.750000,0.000000,182.400000,150.400000,82.900000,0.000000,63.800000,0.000000,217.900000,190.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2152.650000,1856.600000,296.050000,0.137528,0.000000
Soy Products,0.000000,0.000000,106.000000,182.500000,291.500000,513.700000,898.550000,26.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2074.250000,1629.000000,445.250000,0.214656,0.000000
Gluten free baking,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.500000,41.500000,88.250000,321.950000,152.050000,412.450000,91.250000,172.900000,83.000000,114.900000,0.000000,0.000000,0.000000,330.000000,99.000000,49.500000,33.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2031.250000,1706.550000,324.700000,0.159852,0.000000
Frozen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.800000,195.600000,293.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.500000,398.750000,888.750000,37.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1949.300000,2144.000000,-194.700000,-0.099882,0.000000
Seeds,0.000000,0.000000,167.610000,152.610000,202.830000,197.610000,663.270000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1398.930000,1140.950000,257.980000,0.184412,0.000000
